Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
Gears Tactics,Mostly Positive,"(6,328)",['Strategy'],"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",['Strategy'],Splash Damage,Xbox Game Studios,"28 Apr, 2020",https://store.steampowered.com/app/1184050/Gears_Tactics/?snr=1_7_7_7000_150_7,$9.99
Sonic Adventure 2,Very Positive,"(15,747)",['Action'],"['Single-player', 'Remote Play Together']",['Action'],SEGA,SEGA,"19 Nov, 2012",https://store.steampowered.com/app/213610/Sonic_Adventure_2/?snr=1_7_7_7000_150_7,$9.99
Gas Station Simulator,Very Positive,"(18,090)","['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie, Simulation']",DRAGO entertainment,DRAGO entertainment,"15 Sep, 2021",https://store.steampowered.com/app/1149620/Gas_Station_Simulator/?snr=1_7_7_7000_150_7,$10.49
Slime Rancher,Overwhelmingly Positive,"(103,157)","['Action, Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure, Indie, Simulation']",Monomi Park,Monomi Park,"1 Aug, 2017",https://store.steampowered.com/app/433340/Slime_Rancher/?snr=1_7_7_7000_150_7,$8.99
shapez,Overwhelmingly Positive,"(9,858)","['Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Simulation, Strategy']",Tobias Springer,tobspr Games,"7 Jun, 2020",https://store.steampowered.com/app/1318690/shapez/?snr=1_7_7_7000_150_7,$1.73
DAVIGO: VR vs. PC,Very Positive,(426),"['Action, Indie, Early Access']","['Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Supported', 'Remote Play Together']","['Action, Indie, Early Access']",Davigo Studio,Davigo Studio,"29 Nov, 2023",https://store.steampowered.com/app/1116540/DAVIGO_VR_vs_PC/?snr=1_7_7_7000_150_7,$12.49
Melvor Idle,Very Positive,"(10,803)","['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Adventure, Casual, Indie, RPG']",Games by Malcs,Jagex Ltd,"18 Nov, 2021",https://store.steampowered.com/app/1267910/Melvor_Idle/?snr=1_7_7_7000_150_7,$6.29
Barotrauma,Very Positive,"(43,188)","['Action, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","['Action, Indie, Simulation, Strategy']",FakeFish,Daedalic Entertainment,"13 Mar, 2023",https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_7000_150_7,$17.99
Disney Pirates of the Caribbean: At Worlds End,Mostly Positive,(230),"['Action, Adventure']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure']", Eurocom Entertainment Software,Disney,"22 May, 2007",https://store.steampowered.com/app/301980/Disney_Pirates_of_the_Caribbean_At_Worlds_End/?snr=1_7_7_7000_150_8,$2.62
Endzone - A World Apart,Mostly Positive,"(7,124)","['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","['Indie, Simulation, Strategy']",Gentlymad Studios,Assemble Entertainment,"18 Mar, 2021",https://store.steampowered.com/app/933820/Endzone__A_World_Apart/?snr=1_7_7_7000_150_8,$2.99
Door Kickers 2: Task Force North,Overwhelmingly Positive,"(6,858)","['Action, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online Co-op', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']","['Action, Indie, Simulation, Strategy, Early Access']",KillHouse Games,KillHouse Games,"3 Nov, 2020",https://store.steampowered.com/app/1239080/Door_Kickers_2_Task_Force_North/?snr=1_7_7_7000_150_8,$12.49
Batman: Arkham City - Game of the Year Edition,Overwhelmingly Positive,"(41,222)","['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure']",Rocksteady Studios,WB Games,"7 Sep, 2012",https://store.steampowered.com/app/200260/Batman_Arkham_City__Game_of_the_Year_Edition/?snr=1_7_7_7000_150_8,$19.99
Your Only Move Is HUSTLE,Overwhelmingly Positive,"(14,904)","['Action, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'LAN PvP']","['Action, Indie, Simulation, Strategy']",Ivy Sly,Ivy Sly,"3 Feb, 2023",https://store.steampowered.com/app/2212330/Your_Only_Move_Is_HUSTLE/?snr=1_7_7_7000_150_8,$4.99
Strange Brigade,Very Positive,"(7,138)","['Action, Adventure']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","['Action, Adventure']",Rebellion,Rebellion,"28 Aug, 2018",https://store.steampowered.com/app/312670/Strange_Brigade/?snr=1_7_7_7000_150_8,$4.99
Foundation,Very Positive,"(13,336)","['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie, Simulation, Strategy, Early Access']",Polymorph Games,Polymorph Games,"1 Feb, 2019",https://store.steampowered.com/app/690830/Foundation/?snr=1_7_7_7000_150_8,$14.99
Momodora: Moonlit Farewell,Very Positive,"(1,338)","['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure, Indie']",Bombservice,PLAYISM,"11 Jan, 2024",https://store.steampowered.com/app/1747760/Momodora_Moonlit_Farewell/?snr=1_7_7_7000_150_8,$8.99
Pumping Simulator 2,Very Positive,(927),"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Simulation']",Lance Games,Lance Games,"12 Sep, 2023",https://store.steampowered.com/app/2499470/Pumping_Simulator_2/?snr=1_7_7_7000_150_8,$5.49
Workers & Resources: Soviet Republic,Very Positive,"(13,954)","['Simulation, Strategy, Early Access']","['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","['Simulation, Strategy, Early Access']",3Division,Hooded Horse,"15 Mar, 2019",https://store.steampowered.com/app/784150/Workers__Resources_Soviet_Republic/?snr=1_7_7_7000_150_8,$19.99
TRYP FPV : The Drone Racer Simulator,Very Positive,"(1,527)","['Indie, Racing, Simulation, Sports, Early Access']",['Single-player'],"['Indie, Racing, Simulation, Sports, Early Access']",UNDEAD BATTERY,UNDEAD BATTERY,"30 Jun, 2022",https://store.steampowered.com/app/1881200/TRYP_FPV__The_Drone_Racer_Simulator/?snr=1_7_7_7000_150_8,$7.64
Command & Conquer™ Remastered Collection,Very Positive,"(26,909)",['Strategy'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",['Strategy'],Petroglyph,Electronic Arts,"5 Jun, 2020",https://store.steampowered.com/app/1213210/Command__Conquer_Remastered_Collection/?snr=1_7_7_7000_150_8,$19.99
ROUNDS,Overwhelmingly Positive,"(20,167)","['Action, Indie']","['Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together']","['Action, Indie']",Landfall,Landfall,"1 Apr, 2021",https://store.steampowered.com/app/1557740/ROUNDS/?snr=1_7_7_7000_150_8,$2.99
Total Conflict: Resistance,Mostly Positive,"(2,167)","['Action, Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action, Simulation, Strategy, Early Access']",Thunder Devs.,Thunder Devs.,"21 Apr, 2023",https://store.steampowered.com/app/1860510/Total_Conflict_Resistance/?snr=1_7_7_7000_150_8,$23.99
Counter-Strike,Overwhelmingly Positive,"(146,597)",['Action'],"['Online PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled']",['Action'],Valve,Valve,"1 Nov, 2000",https://store.steampowered.com/app/10/CounterStrike/?snr=1_7_7_7000_150_8,$5.79
Barn Finders,Very Positive,"(3,425)","['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Simulation']",Duality Games,Duality Games,"15 Jun, 2020",https://store.steampowered.com/app/991170/Barn_Finders/?snr=1_7_7_7000_150_8,$19.99
Mafia: Definitive Edition,Very Positive,"(53,662)","['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet']","['Action, Adventure']",Hangar 13,2K,"25 Sep, 2020",https://store.steampowered.com/app/1030840/Mafia_Definitive_Edition/?snr=1_7_7_7000_150_8,$39.99
Disney G-Force,Very Positive,(418),"['Action, Adventure']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure']",Eurocom,Disney,"21 Jul, 2009",https://store.steampowered.com/app/319170/Disney_GForce/?snr=1_7_7_7000_150_8,$2.62
Class of '09,Overwhelmingly Positive,"(2,004)","['Casual, Indie, RPG, Simulation']",['Single-player'],"['Casual, Indie, RPG, Simulation']",SBN3,SBN3,"10 Jun, 2021",https://store.steampowered.com/app/1443200/Class_of_09/?snr=1_7_7_7000_150_8,$9.99
VARIOUS DAYLIFE,Mostly Negative,(170),"['Adventure, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, RPG, Strategy']",Square Enix,Square Enix,"13 Sep, 2022",https://store.steampowered.com/app/1897050/VARIOUS_DAYLIFE/?snr=1_7_7_7000_150_8,$11.49
Touhou: Lost Branch of Legend,Very Positive,(788),"['Adventure, Indie, RPG, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Indie, RPG, Strategy, Early Access']",Alioth Studio,Alioth Studio,"18 Aug, 2022",https://store.steampowered.com/app/1140150/Touhou_Lost_Branch_of_Legend/?snr=1_7_7_7000_150_8,$23.99
Counter-Strike: Source,Overwhelmingly Positive,"(113,339)",['Action'],"['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']",['Action'],Valve,Valve,"1 Nov, 2004",https://store.steampowered.com/app/240/CounterStrike_Source/?snr=1_7_7_7000_150_8,$5.79
Viscera Cleanup Detail,Very Positive,"(14,892)","['Indie, Simulation']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']","['Indie, Simulation']",RuneStorm,RuneStorm,"23 Oct, 2015",https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail/?snr=1_7_7_7000_150_8,$7.29
Across the Obelisk,Very Positive,"(8,382)","['Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Adventure, Indie, RPG, Strategy']",Dreamsite Games,Paradox Interactive,"8 Apr, 2021",https://store.steampowered.com/app/1385380/Across_the_Obelisk/?snr=1_7_7_7000_150_8,$11.99
Steel Division 2,Mostly Positive,"(6,732)","['Action, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Action, Indie, Simulation, Strategy']",Eugen Systems,Eugen Systems,"20 Jun, 2019",https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_7000_150_8,$39.99
Total War: ATTILA,Very Positive,"(23,000)",['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Strategy'],CREATIVE ASSEMBLY,SEGA,"17 Feb, 2015",https://store.steampowered.com/app/325610/Total_War_ATTILA/?snr=1_7_7_7000_150_8,$20.99
Uncrashed : FPV Drone Simulator,Very Positive,"(1,815)","['Indie, Racing, Simulation, Sports']","['Single-player', 'Steam Leaderboards']","['Indie, Racing, Simulation, Sports']",Louis Rochette,Louis Rochette,"1 Sep, 2021",https://store.steampowered.com/app/1682970/Uncrashed__FPV_Drone_Simulator/?snr=1_7_7_7000_150_8,$7.99
Iron Marines Invasion,Mostly Positive,(130),"['Action, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie, Strategy']",Ironhide Game Studio,Ironhide Game Studio,"3 Nov, 2023",https://store.steampowered.com/app/2187920/Iron_Marines_Invasion/?snr=1_7_7_7000_150_8,$8.99
EA SPORTS™ PGA TOUR™,Mixed,(997),"['RPG, Sports']","['Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'In-App Purchases', 'Remote Play Together']","['RPG, Sports']",Electronic Arts - Tiburon,Electronic Arts,"7 Apr, 2023",https://store.steampowered.com/app/1677350/EA_SPORTS_PGA_TOUR/?snr=1_7_7_7000_150_8,$69.99
Beer Factory,Mixed,(813),"['Indie, Simulation']",['Single-player'],"['Indie, Simulation']",AKEL,CreativeForge Games,"10 Jan, 2024",https://store.steampowered.com/app/1782570/Beer_Factory/?snr=1_7_7_7000_150_8,$9.89
Fabledom,Very Positive,"(2,582)","['Casual, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']","['Casual, Simulation, Strategy, Early Access']",Grenaa Games,Dear Villagers,"13 Apr, 2023",https://store.steampowered.com/app/1651560/Fabledom/?snr=1_7_7_7000_150_8,$15.99
Monster Energy Supercross - The Official Videogame 6,Mixed,(195),"['Racing, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Racing, Sports']",Milestone S.r.l.,Milestone S.r.l.,"9 Mar, 2023",https://store.steampowered.com/app/2058750/Monster_Energy_Supercross__The_Official_Videogame_6/?snr=1_7_7_7000_150_8,$14.99
Battle Brothers,Very Positive,"(19,356)","['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']","['Indie, RPG, Strategy']",Overhype Studios,Overhype Studios,"24 Mar, 2017",https://store.steampowered.com/app/365360/Battle_Brothers/?snr=1_7_7_7000_150_8,$14.99
Caliber,Mostly Positive,"(16,520)","['Action, Massively Multiplayer, Free to Play']","['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Action, Massively Multiplayer, Free to Play']",1C Game Studios,1С-777 Limited,"12 Apr, 2023",https://store.steampowered.com/app/307950/Caliber/?snr=1_7_7_7000_150_8,Free
Session: Skate Sim,Very Positive,"(10,158)","['Indie, Simulation, Sports, Strategy']","['Single-player', 'Steam Achievements']","['Indie, Simulation, Sports, Strategy']",crea-ture Studios Inc.,Nacon,"22 Sep, 2022",https://store.steampowered.com/app/861650/Session_Skate_Sim/?snr=1_7_7_7000_150_8,$19.99
Unturned,Very Positive,"(533,648)","['Action, Adventure, Casual, Indie, Free to Play']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","['Action, Adventure, Casual, Indie, Free to Play']",Smartly Dressed Games,Smartly Dressed Games,"7 Jul, 2017",https://store.steampowered.com/app/304930/Unturned/?snr=1_7_7_7000_150_8,Free
Metro Exodus,Very Positive,"(87,764)",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],4A Games,Deep Silver,"14 Feb, 2019",https://store.steampowered.com/app/412020/Metro_Exodus/?snr=1_7_7_7000_150_8,$22.99
DRAGON QUEST BUILDERS,Very Positive,,"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure, RPG']",Square Enix,Square Enix,"13 Feb, 2024",https://store.steampowered.com/app/2436570/DRAGON_QUEST_BUILDERS/?snr=1_7_7_7000_150_8,$21.99
Kuroinu 2 Redux,Mostly Positive,(69),['Adventure'],"['Single-player', 'Steam Cloud']",['Adventure'],Liquid,Shiravune,"7 Nov, 2023",https://store.steampowered.com/app/2544760/Kuroinu_2_Redux/?snr=1_7_7_7000_150_8,$9.99
WITCH ON THE HOLY NIGHT,Overwhelmingly Positive,"(1,677)",['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Adventure'],TYPE-MOON,Aniplex Inc.,"14 Dec, 2023",https://store.steampowered.com/app/2052410/WITCH_ON_THE_HOLY_NIGHT/?snr=1_7_7_7000_150_8,$26.99
Eastshade,Very Positive,"(4,517)","['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Remote Play on TV']","['Adventure, Indie']",Eastshade Studios,Eastshade Studios,"13 Feb, 2019",https://store.steampowered.com/app/715560/Eastshade/?snr=1_7_7_7000_150_8,$9.99
Wizard with a Gun,Very Positive,"(1,661)","['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Action, Adventure, Indie']",Galvanic Games,Devolver Digital,"17 Oct, 2023",https://store.steampowered.com/app/1150530/Wizard_with_a_Gun/?snr=1_7_7_7000_150_8,$12.49
TerraTech,Very Positive,"(17,013)","['Action, Indie']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","['Action, Indie']",Payload Studios,Payload Studios,"10 Aug, 2018",https://store.steampowered.com/app/285920/TerraTech/?snr=1_7_7_7000_150_8,$24.99
My Singing Monsters,Very Positive,"(33,962)","['Simulation, Free to Play']","['Single-player', 'Online Co-op', 'In-App Purchases']","['Simulation, Free to Play']",Big Blue Bubble,Big Blue Bubble,"24 Mar, 2021",https://store.steampowered.com/app/1419170/My_Singing_Monsters/?snr=1_7_7_7000_150_8,Free
Shadowverse CCG,Mostly Positive,"(14,290)","['Strategy, Free to Play']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Strategy, Free to Play']","Cygames, Inc.","Cygames, Inc.","28 Oct, 2016",https://store.steampowered.com/app/453480/Shadowverse_CCG/?snr=1_7_7_7000_150_8,Free
"Warhammer 40,000: Gladius - Relics of War",Very Positive,"(6,412)",['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",['Strategy'],Proxy Studios,Slitherine Ltd.,"12 Jul, 2018",https://store.steampowered.com/app/489630/Warhammer_40000_Gladius__Relics_of_War/?snr=1_7_7_7000_150_8,$18.99
RISK: Global Domination,Very Positive,"(34,335)","['Casual, Strategy, Free to Play']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","['Casual, Strategy, Free to Play']",SMG Studio,SMG Studio,"19 Feb, 2020",https://store.steampowered.com/app/1128810/RISK_Global_Domination/?snr=1_7_7_7000_150_8,Free
Settlement Survival,Very Positive,"(6,166)","['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Gleamer Studio,Gleamer Studio,"24 Oct, 2022",https://store.steampowered.com/app/1509510/Settlement_Survival/?snr=1_7_7_7000_150_8,$19.99
Cosmoteer: Starship Architect & Commander,Overwhelmingly Positive,"(8,140)","['Simulation, Strategy, Early Access']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy, Early Access']",Walternate Realities,Walternate Realities,"24 Oct, 2022",https://store.steampowered.com/app/799600/Cosmoteer_Starship_Architect__Commander/?snr=1_7_7_7000_150_8,$10.49
